ï»¿Flight Number,Code,Departure City,Arrival City,DEP. ICAO,ARR ICAO,Aircraft,Duration,Remarks,LMT
SU150,Historic,Moscow (SVO),Havana (HAV),UUEE,MUHA,A359,14:05,,12/12/2025 3:00 PM
SU159,Historic,Cancun (CUN),Moscow (SVO),MMUN,UUEE,A359,13:45,,12/12/2025 3:00 PM
SU158,Historic,Moscow (SVO),Cancun (CUN),UUEE,MMUN,A359,13:25,,12/12/2025 3:00 PM
SU109,Historic,Miami (MIA),Moscow (SVO),KMIA,UUEE,A359,12:40,,12/12/2025 3:00 PM
SU108,Historic,Moscow (SVO),Miami (MIA),UUEE,KMIA,A359,12:40,,12/12/2025 3:00 PM
SU151,Historic,HaVana (HAV),Moscow (SVO),MUHA,UUEE,A359,12:35,,12/12/2025 3:00 PM
SU296,AFL,Moscow (SVO),Denpasar (DPS),UUEE,WADD,A359,12:35,,12/31/2025 2:42 PM
SU297,AFL,Moscow (SVO),Denpasar (DPS),UUEE,WADD,A359,12:25,,12/31/2025 2:58 PM
SU156,Historic,Moscow (SVO),Punta Cana (PUJ),UUEE,MDPC,A359,12:15,,12/12/2025 3:00 PM
SU154,Historic,Moscow (SVO),Varadero (VRA),UUEE,MUVR,A359,12:15,,12/12/2025 3:00 PM
SU247,AFL,Mauritius (MRU),Moscow (SVO),FIMP,UUEE,B77W,11:05,,12/12/2025 3:00 PM
SU107,Historic,Los Angeles (LAX),Moscow (SVO),KLAX,UUEE,B77W,11:00,,12/12/2025 3:00 PM
SU106,Historic,Moscow (SVO),Los Angeles (LAX),UUEE,KLAX,B77W,11:00,,12/12/2025 3:00 PM
SU155,Historic,Varadero (VRA),Moscow (SVO),MUVR,UUEE,A359,10:55,,12/12/2025 3:00 PM
SU157,Historic,Punta Cana (PUJ),Moscow (SVO),MDPC,UUEE,A359,10:45,,12/12/2025 3:00 PM
SU246,AFL,Moscow (SVO),Mauritius (MRU),UUEE,FIMP,B77W,10:40,,12/12/2025 3:00 PM
SU629,Winter,Phuket (HKT),St. Petersburg (LED),VTSP,ULLI,A333,10:40,,12/12/2025 3:00 PM
SU104,Historic,Moscow (SVO),Washington Dulles (IAD),UUEE,KIAD,A333,10:35,,12/12/2025 3:00 PM
SU225,AFL,Sanya (SYX),Moscow (SVO),ZJSY,UUEE,A333,10:35,,12/12/2025 3:00 PM
SU105,Historic,Washington Dulles (IAD),Moscow (SVO),KIAD,UUEE,A333,10:35,,12/12/2025 3:00 PM
SU102,Historic,Moscow (SVO),New York (JFK),UUEE,KJFK,"A333,B77W",10:30,,12/12/2025 3:00 PM
SU103,Historic,New York (JFK),Moscow (SVO),KJFK,UUEE,"A333,B77W",10:30,,12/12/2025 3:00 PM
SU732,Winter,St. Petersburg (LED),Hurghada (HRG),ULLI,HEGN,A333,10:30,,12/12/2025 3:00 PM
SU291,Historic,Hanoi (HAN),Moscow (SVO),VVNB,UUEE,B77W,10:20,,12/12/2025 3:00 PM
SU277,Winter,Phuket (HKT),Moscow (SVO),VTSP,UUEE,B77W,10:20,,12/12/2025 3:00 PM
SU293,AFL,Ho Chi Minh City (SGN),Moscow (SVO),VVTS,UUEE,"A359,B77W",10:10,,12/12/2025 3:00 PM
SU628,Winter,St. Petersburg (LED),Phuket (HKT),ULLI,VTSP,A333,10:00,,12/12/2025 3:00 PM
SU221,AFL,Guangzhou (CAN),Moscow (SVO),ZGGG,UUEE,B77W,9:50,,12/12/2025 3:00 PM
SU213,AFL,Hong Kong (HKG),Moscow (SVO),VHHH,UUEE,A333,9:50,,12/12/2025 3:00 PM
SU292,AFL,Moscow (SVO),Ho Chi Minh City (SGN),UUEE,VVTS,"A359,B77W",9:50,,12/12/2025 3:00 PM
SU275,AFL,Phuket (HKT),Moscow (SVO),VTSP,UUEE,B77W,9:50,,12/12/2025 3:00 PM
SU261,Historic,Tokyo Haneda (HND),Moscow (SVO),RJTT,UUEE,"A333,A359,B77W",9:45,,12/12/2025 3:00 PM
SU271,Winter,Bangkok (BKK),Moscow (SVO),VTBS,UUEE,B77W,9:35,,12/12/2025 3:00 PM
SU273,AFL,Bangkok (BKK),Moscow (SVO),VTSB,UUEE,B77W,9:35,,12/12/2025 3:00 PM
SU212,AFL,Moscow (SVO),Hong Kong (HKG),UUEE,VHHH,A333,9:35,,12/12/2025 3:00 PM
SU209,AFL,Shanghai (PVG),Moscow (SVO),ZSPD,UUEE,"A333,B77W",9:30,,12/12/2025 3:00 PM
SU251,Historic,Incheon (ICN),Moscow (SVO),RKSI,UUEE,B77W,9:25,,12/12/2025 3:00 PM
SU260,Historic,Moscow (SVO),Tokyo Haneda (HND),UUEE,RJTT,"A333,A359,B77W",9:25,,12/12/2025 3:00 PM
SU279,AFL,Phuket (HKT),Moscow (SVO),VTSP,UUEE,B77W,9:25,,12/12/2025 3:00 PM
SU224,AFL,Moscow (SVO),Sanya (SYX),UUEE,ZJSY,A333,9:20,,12/12/2025 3:00 PM
SU245,AFL,Victoria (SEZ),Moscow (SVO),FSIA,UUEE,A333,9:05,,12/12/2025 3:00 PM
SU410,Summer,Moscow (SVO),Enfidha Hammamet (NBE),UUEE,DTNH,A333,8:55,,12/12/2025 3:00 PM
SU278,AFL,Moscow (SVO),Phuket (HKT),UUEE,VTSP,B77W,8:45,,12/12/2025 3:00 PM
SU274,AFL,Moscow (SVO),Phuket (HKT),UUEE,VTSP,B77W,8:40,,12/12/2025 3:00 PM
SU653,AFL,Bangkok (BKK),Yekaterinburg (SVX),VTBS,USSS,A333,8:35,,12/12/2025 3:00 PM
SU325,Winter,Male (MLE),Moscow (SVO),VRMM,UUEE,B77W,8:35,,12/12/2025 3:00 PM
SU220,AFL,Moscow (SVO),Guangzhou (CAN),UUEE,ZGGG,B77W,8:35,,12/12/2025 3:00 PM
SU290,Historic,Moscow (SVO),Hanoi (HAN),UUEE,VVNB,B77W,8:35,,12/12/2025 3:00 PM
SU244,AFL,Moscow (SVO),Victoria (SEZ),UUEE,FSIA,A333,8:35,,12/12/2025 3:00 PM
SU652,AFL,Yekaterinburg (SVX),Bangkok (BKK),USSS,VTBS,A333,8:35,,12/12/2025 3:00 PM
SU276,Winter,Moscow (SVO),Phuket (HKT),UUEE,VTSP,B77W,8:30,,12/12/2025 3:00 PM
SU1701,AFL,VladiVostok (VVO),Moscow (SVO),UHWW,UUEE,"A359,B77W",8:30,,12/12/2025 3:00 PM
SU1703,AFL,VladiVostok (VVO),Moscow (SVO),UHWW,UUEE,"A359,B77W",8:30,,12/12/2025 3:00 PM
SU1707,Summer,VladiVostok (VVO),Moscow (SVO),UHWW,UUEE,"A333,A359,B77W",8:30,,12/12/2025 3:00 PM
SU1747,Summer,Yuzhno-Sakhalinsk (UUS),Moscow (SVO),UHSS,UUEE,"A333,B77W",8:30,,12/12/2025 3:00 PM
SU321,AFL,Male (MLE),Moscow (SVO),VRMM,UUEE,"A359,B77W",8:25,,12/12/2025 3:00 PM
SU270,Winter,Moscow (SVO),Bangkok (BKK),UUEE,VTBS,B77W,8:25,,12/12/2025 3:00 PM
SU1737,Summer,PetropaVloVsk-Kamchatsky (PKC),Moscow (SVO),UHPP,UUEE,B77W,8:25,,12/12/2025 3:00 PM
SU1705,AFL,VladiVostok (VVO),Moscow (SVO),UHWW,UUEE,"A359,B77W",8:25,,12/12/2025 3:00 PM
SU1787,AFL,Yuzhno-Sakhalinsk (UUS),Moscow (SVO),UHSS,UUEE,A359,8:25,,12/12/2025 3:00 PM
SU217,Historic,Chengdu Shuangliu (CTU),Moscow (SVO),ZUUU,UUEE,A333,8:20,,12/12/2025 3:00 PM
SU1719,Summer,KhabaroVsk (KHV),Moscow (SVO),UHHH,UUEE,"A359,B77W",8:20,,12/12/2025 3:00 PM
SU272,AFL,Moscow (SVO),Bangkok (BKK),UUEE,VTSB,B77W,8:20,,12/12/2025 3:00 PM
SU1731,AFL,PetropaVloVsk-Kamchatsky (PKC),Moscow (SVO),UHPP,UUEE,"A359,B77W",8:20,,12/12/2025 3:00 PM
SU1799,Winter,VladiVostok (VVO),Moscow (SVO),UHWW,UUEE,"A359,B77W",8:20,,12/12/2025 3:00 PM
SU1743,Summer,Yuzhno-Sakhalinsk (UUS),Moscow (SVO),UHSS,UUEE,"A359,B77W",8:20,,12/12/2025 3:00 PM
SU411,Summer,Enfidha Hammamet (NBE),Moscow (SVO),DTNH,UUEE,A333,8:10,,12/12/2025 3:00 PM
SU1709,Summer,VladiVostok (VVO),Moscow (SVO),UHWW,UUEE,"A333,A359,B77W",8:10,,12/12/2025 3:00 PM
SU1757,AFL,VladiVostok (VVO),Moscow (SVO),UHWW,UUEE,"A359,B77W",8:10,,12/12/2025 3:00 PM
SU320,AFL,Moscow (SVO),Male (MLE),UUEE,VRMM,"A359,B77W",8:05,,12/12/2025 3:00 PM
SU1746,Summer,Moscow (SVO),Yuzhno-Sakhalinsk (UUS),UUEE,UHSS,"A333,B77W",8:05,,12/12/2025 3:00 PM
SU1733,Summer,PetropaVloVsk-Kamchatsky (PKC),Moscow (SVO),UHPP,UUEE,"A359,B77W",8:05,,12/12/2025 3:00 PM
SU1745,AFL,Yuzhno-Sakhalinsk (UUS),Moscow (SVO),UHSS,UUEE,B77W,8:05,,12/12/2025 3:00 PM
SU205,AFL,Beijing (PKX),Moscow (SVO),ZBAD,UUEE,B77W,8:00,,12/12/2025 3:00 PM
SU324,Winter,Moscow (SVO),Male (MLE),UUEE,VRMM,B77W,8:00,,12/12/2025 3:00 PM
SU1735,AFL,PetropaVloVsk-Kamchatsky (PKC),Moscow (SVO),UHPP,UUEE,"A359,B77W",8:00,,12/12/2025 3:00 PM
SU627,Winter,Phuket (HKT),Yekaterinburg (SVX),VTSP,USSS,A333,8:00,,12/12/2025 3:00 PM
SU626,Winter,Yekaterinburg (SVX),Phuket (HKT),USSS,VTSP,A333,8:00,,12/12/2025 3:00 PM
SU1713,AFL,KhabaroVsk (KHV),Moscow (SVO),UHHH,UUEE,"A359,B77W",7:50,,12/12/2025 3:00 PM
SU250,Historic,Moscow (SVO),Incheon (ICN),UUEE,RKSI,B77W,7:50,,12/12/2025 3:00 PM
SU1736,Summer,Moscow (SVO),Petropavlovsk-Kamchatsky (PKC),UUEE,UHPP,B77W,7:50,,12/12/2025 3:00 PM
SU1734,AFL,Moscow (SVO),Petropavlovsk-Kamchatsky (PKC),UUEE,UHPP,"A359,B77W",7:50,,12/12/2025 3:00 PM
SU1730,AFL,Moscow (SVO),Petropavlovsk-Kamchatsky (PKC),UUEE,UHPP,"A359,B77W",7:50,,12/12/2025 3:00 PM
SU208,AFL,Moscow (SVO),Shanghai (PVG),UUEE,ZSPD,"A333,B77W",7:50,,12/12/2025 3:00 PM
SU2548,Historic,Moscow (SVO),Tenerife (TFS),UUEE,GCTS,A20N,7:50,,12/12/2025 3:00 PM
SU2549,Historic,Tenerife (TFS),Moscow (SVO),GCTS,UUEE,A20N,7:50,,12/12/2025 3:00 PM
SU1715,Summer,KhabaroVsk (KHV),Moscow (SVO),UHHH,UUEE,"A359,B77W",7:45,,12/12/2025 3:00 PM
SU1711,AFL,KhabaroVsk (KHV),Moscow (SVO),UHHH,UUEE,"A333,A359,B77W",7:45,,12/12/2025 3:00 PM
SU1732,Summer,Moscow (SVO),Petropavlovsk-Kamchatsky (PKC),UUEE,UHPP,"A359,B77W",7:45,,12/12/2025 3:00 PM
SU1798,Winter,Moscow (SVO),Vladivostok (VVO),UUEE,UHWW,"A359,B77W",7:45,,12/12/2025 3:00 PM
SU1744,AFL,Moscow (SVO),Yuzhno-Sakhalinsk (UUS),UUEE,UHSS,B77W,7:45,,12/12/2025 3:00 PM
SU1708,Summer,Moscow (SVO),Vladivostok (VVO),UUEE,UHWW,"A333,A359,B77W",7:40,,12/12/2025 3:00 PM
SU1700,AFL,Moscow (SVO),Vladivostok (VVO),UUEE,UHWW,"A359,B77W",7:40,,12/12/2025 3:00 PM
SU1790,AFL,Moscow (SVO),Vladivostok (VVO),UUEE,UHWW,A359,7:35,,12/12/2025 3:00 PM
SU657,Summer,Phuket (HKT),Khabarovsk (KHV),VTSP,UHHH,B77W,7:35,,12/12/2025 3:00 PM
SU1702,AFL,Moscow (SVO),Vladivostok (VVO),UUEE,UHWW,"A359,B77W",7:30,,12/12/2025 3:00 PM
SU1704,AFL,Moscow (SVO),Vladivostok (VVO),UUEE,UHWW,"A359,B77W",7:30,,12/12/2025 3:00 PM
SU1786,AFL,Moscow (SVO),Yuzhno-Sakhalinsk (UUS),UUEE,UHSS,A359,7:30,,12/12/2025 3:00 PM
SU237,AFL,Goa (GOI),Moscow (SVO),VOGO,UUEE,A333,7:25,,12/12/2025 3:00 PM
SU1706,Summer,Moscow (SVO),Vladivostok (VVO),UUEE,UHWW,"A333,A359,B77W",7:25,,12/12/2025 3:00 PM
SU656,Summer,KhabaroVsk (KHV),Phuket (HKT),UHHH,VTSP,B77W,7:20,,12/12/2025 3:00 PM
SU216,Historic,Moscow (SVO),Chengdu Shuangliu (CTU),UUEE,ZUUU,A333,7:20,,12/12/2025 3:00 PM
SU1742,Summer,Moscow (SVO),Yuzhno-Sakhalinsk (UUS),UUEE,UHSS,"A359,B77W",7:20,,12/12/2025 3:00 PM
SU825,Summer,Phuket (HKT),Novosibirsk (OVB),VTSP,UHWW,B77W,7:20,,12/12/2025 3:00 PM
SU637,AFL,Phuket (HKT),Novosibirsk (OVB),VTSP,UHWW,B77W,7:20,,12/12/2025 3:00 PM
SU643,AFL,KhabaroVsk (KHV),Phuket (HKT),UHHH,VTSP,"B77W,A359",7:10,,12/12/2025 3:00 PM
SU636,AFL,NoVosibirsk (OVB),Phuket (HKT),UNNT,VTSP,B77W,7:00,,12/12/2025 3:00 PM
SU642,AFL,Phuket (HKT),Khabarovsk (KHV),VTSP,UHHH,B77W,7:00,,12/12/2025 3:00 PM
SU647,AFL,Bangkok (BKK),Novosibirsk (OVB),VTBS,UNNT,"A333,B739",6:55,,12/12/2025 3:00 PM
SU236,AFL,Moscow (SVO),Goa (GOI),UUEE,VOGO,A333,6:55,,12/12/2025 3:00 PM
SU1712,AFL,Moscow (SVO),Khabarovsk (KHV),UUEE,UHHH,"A359,B77W",6:55,,12/12/2025 3:00 PM
SU1718,Summer,Moscow (SVO),Khabarovsk (KHV),UUEE,UHHH,"A359,B77W",6:55,,12/12/2025 3:00 PM
SU651,AFL,Bangkok (BKK),Novosibirsk (OVB),VTBS,UNNT,"A333,B739",6:50,,12/12/2025 3:00 PM
SU824,Summer,NoVosibirsk (OVB),Phuket (HKT),UNNT,VTSP,B77W,6:50,,12/12/2025 3:00 PM
SU655,AFL,Bangkok (BKK),Khabarovsk (KHV),VTBS,UHHH,A333,6:45,,12/12/2025 3:00 PM
SU634,AFL,Krasnoyarsk (KJA),Phuket (HKT),UNKL,VTSP,B77W,6:45,,12/12/2025 3:00 PM
SU1710,AFL,Moscow (SVO),Khabarovsk (KHV),UUEE,UHHH,"A333,A359,B77W",6:45,,12/12/2025 3:00 PM
SU1714,Summer,Moscow (SVO),Khabarovsk (KHV),UUEE,UHHH,"A359,B77W",6:45,,12/12/2025 3:00 PM
SU635,AFL,Phuket (HKT),Krasnoyarsk (KJA),VTSP,UNKL,B77W,6:45,,12/12/2025 3:00 PM
SU720,Historic,St. Petersburg (LED),Tashkent (TAS),ULLI,UTTT,A320,6:45,,12/12/2025 3:00 PM
SU331,Historic,Ulaanbaatar (UBN),Moscow (SVO),ZMCK,UUEE,B739,6:45,,12/12/2025 3:00 PM
SU638,AFL,VladiVostok (VVO),Phuket (HKT),UHWW,VTSP,B77W,6:45,,12/12/2025 3:00 PM
SU1751,AFL,Yakutsk (YKS),Moscow (SVO),UEEE,UUEE,B739,6:45,,12/12/2025 3:00 PM
SU654,AFL,KhabaroVsk (KHV),Bangkok (BKK),UHHH,VTBS,A333,6:40,,12/12/2025 3:00 PM
SU815,AFL,Bangkok (BKK),Krasnoyarsk (KJA),VTBS,UNKL,"A333,B739",6:35,,12/12/2025 3:00 PM
SU204,AFL,Moscow (SVO),Beijing (PKX),UUEE,ZBAD,B77W,6:35,,12/12/2025 3:00 PM
SU660,AFL,Irkutsk (IKT),Phuket (HKT),UIII,VTSP,"A321,A21N",6:30,,12/12/2025 3:00 PM
SU650,AFL,NoVosibirsk (OVB),Bangkok (BKK),UNNT,VTBS,"A333,B739",6:30,,12/12/2025 3:00 PM
SU646,AFL,NoVosibirsk (OVB),Bangkok (BKK),UNNT,VTBS,"A333,B739",6:30,,12/12/2025 3:00 PM
SU661,AFL,Phuket (HKT),Irkutsk (IKT),VTSP,UIII,"A321,A21N",6:30,,12/12/2025 3:00 PM
SU639,AFL,Phuket (HKT),Vladivostok (VVO),VTSP,UHWW,B77W,6:30,,12/12/2025 3:00 PM
SU644,AFL,VladiVostok (VVO),Bangkok (BKK),UHWW,VTBS,"B739,B77W",6:25,,12/12/2025 3:00 PM
SU233,AFL,Delhi (DEL),Moscow (SVO),VIDP,UUEE,"A333,A359,B77W",6:20,,12/12/2025 3:00 PM
SU814,AFL,Krasnoyarsk (KJA),Bangkok (BKK),UNKL,VTBS,"A333,B739",6:20,,12/12/2025 3:00 PM
SU802,Summer,NoVosibirsk (OVB),Antalya (AYT),UNNT,LTAI,B739,6:20,,12/12/2025 3:00 PM
SU734,Winter,St. Petersburg (LED),Sharm el-Sheikh (SSH),ULLI,HESH,A333,6:20,,12/12/2025 3:00 PM
SU733,Winter,Hurghada (HRG),St. Petersburg (LED),HEGN,ULLI,A333,6:15,,12/12/2025 3:00 PM
SU1753,AFL,Yakutsk (YKS),Moscow (SVO),UEEE,UUEE,B739,6:15,,12/12/2025 3:00 PM
SU633,AFL,Goa (GOI),Yekaterinburg (SVX),VOGO,USSS,B739,6:10,,12/12/2025 3:00 PM
SU500,Historic,Moscow (SVO),Tel Aviv (TLV),UUEE,LLBG,"A321,A333,B739,B77W",6:10,,12/12/2025 3:00 PM
SU501,Historic,Tel AViV (TLV),Moscow (SVO),LLBG,UUEE,"A321,A333,B739,B77W",6:10,,12/12/2025 3:00 PM
SU632,AFL,Yekaterinburg (SVX),Goa (GOI),USSS,VOGO,B739,6:10,,12/12/2025 3:00 PM
SU1441,Summer,Irkutsk (IKT),Moscow (SVO),UIII,UUEE,B739,6:05,,12/12/2025 3:00 PM
SU1445,AFL,Irkutsk (IKT),Moscow (SVO),UIII,UUEE,B739,6:05,,12/12/2025 3:00 PM
SU1750,AFL,Moscow (SVO),Yakutsk (YKS),UUEE,UEEE,B739,6:05,,12/12/2025 3:00 PM
SU1752,AFL,Moscow (SVO),Yakutsk (YKS),UUEE,UEEE,B739,6:05,,12/12/2025 3:00 PM
SU1447,AFL,Irkutsk (IKT),Moscow (SVO),UIII,UUEE,B739,6:00,,12/12/2025 3:00 PM
SU1443,AFL,Irkutsk (IKT),Moscow (SVO),UIII,UUEE,B739,6:00,,12/12/2025 3:00 PM
SU1563,AFL,Irkutsk (IKT),Moscow (SVO),UIII,UUEE,B739,6:00,,12/12/2025 3:00 PM
SU429,Winter,Sharm el-Sheikh (SSH),Moscow (SVO),HESH,UUEE,B739,6:00,,12/12/2025 3:00 PM
SU659,AFL,Bangkok (BKK),Irkutsk (IKT),VTSP,UIII,B739,5:55,,12/12/2025 3:00 PM
SU425,Winter,Hurghada (HRG),Moscow (SVO),HEGN,UUEE,B739,5:55,,12/12/2025 3:00 PM
SU1565,Winter,Irkutsk (IKT),Moscow (SVO),UIII,UUEE,B739,5:55,,12/12/2025 3:00 PM
SU510,Historic,Moscow (SVO),Beirut (BEY),UUEE,OLBA,"A20N,B739",5:55,,12/12/2025 3:00 PM
SU424,Winter,Moscow (SVO),Hurghada (HRG),UUEE,HEGN,B739,5:55,,12/12/2025 3:00 PM
SU645,AFL,Bangkok (BKK),Vladivostok (VVO),VTBS,UHWW,"B739,B77W",5:50,,12/12/2025 3:00 PM
SU523,Summer,Dubai (DWC),Moscow (SVO),OMDW,UUEE,B739,5:50,,12/12/2025 3:00 PM
SU658,AFL,Irkutsk (IKT),Bangkok (BKK),UIII,VTSP,B739,5:50,,12/12/2025 3:00 PM
SU2896,Historic,Krasnoyarsk (KJA),Sochi (AER),UNKL,URSS,B739,5:50,,12/12/2025 3:00 PM
SU428,Winter,Moscow (SVO),Sharm el-Sheikh (SSH),UUEE,HESH,B739,5:50,,12/12/2025 3:00 PM
SU2897,Historic,Sochi (AER),Krasnoyarsk (KJA),URSS,UNKL,B739,5:50,,12/12/2025 3:00 PM
SU531,Winter,Abu Dhabi (AUH),Moscow (SVO),OMAA,UUEE,B739,5:45,,12/12/2025 3:00 PM
SU701,Historic,Issyk-Kul (IKU),St. Petersburg (LED),UCFL,ULLI,A320,5:45,,12/12/2025 3:00 PM
SU2607,Historic,Lisbon (LIS),Moscow (SVO),LPPT,UUEE,B739,5:45,,12/12/2025 3:00 PM
SU2501,Historic,Madrid (MAD),Moscow (SVO),LEMD,UUEE,"A20N,B739",5:45,,12/12/2025 3:00 PM
SU2500,Historic,Moscow (SVO),Madrid (MAD),UUEE,LEMD,"A20N,B739",5:45,,12/12/2025 3:00 PM
SU528,Historic,Moscow (SVO),Sharjah (SHJ),UUEE,OMSJ,B739,5:45,,12/12/2025 3:00 PM
SU426,AFL,Moscow (SVO),Sharm el-Sheikh (SSH),UUEE,HESH,"A333,B77W",5:45,,12/12/2025 3:00 PM
SU330,Historic,Moscow (SVO),Ulaanbaatar (UBN),UUEE,ZMCK,B739,5:45,,12/12/2025 3:00 PM
SU529,Historic,Sharjah (SHJ),Moscow (SVO),OMSJ,UUEE,B739,5:45,,12/12/2025 3:00 PM
SU422,AFL,Moscow (SVO),Hurghada (HRG),UUEE,HEGN,"A333,B77W",5:40,,12/12/2025 3:00 PM
SU807,Summer,NoVosibirsk (OVB),Antalya (AYT),UNNT,LTAI,B739,5:40,,12/12/2025 3:00 PM
SU427,AFL,Sharm el-Sheikh (SSH),Moscow (SVO),HESH,UUEE,"A333,B77W",5:40,,12/12/2025 3:00 PM
SU2521,Historic,Malaga (AGP),Moscow (SVO),LEMG,UUEE,B739,5:35,,12/12/2025 3:00 PM
SU2520,Historic,Moscow (SVO),Malaga (AGP),UUEE,LEMG,B739,5:35,,12/12/2025 3:00 PM
SU603,Historic,Namangan (NMA),St. Petersburg (LED),UTFN,ULLI,A320,5:35,,12/12/2025 3:00 PM
SU602,Historic,St. Petersburg (LED),Namangan (NMA),ULLI,UTFN,A320,5:35,,12/12/2025 3:00 PM
SU401,AFL,Cairo (CAI),Moscow (SVO),HECA,UUEE,B739,5:30,,12/12/2025 3:00 PM
SU400,AFL,Moscow (SVO),Cairo (CAI),UUEE,HECA,B739,5:30,,12/12/2025 3:00 PM
SU2076,Historic,Moscow (SVO),Paphos (PFO),UUEE,LCPH,B739,5:30,,12/12/2025 3:00 PM
SU2502,Historic,Moscow (SVO),Valencia (VLC),UUEE,LEVC,A20N,5:30,,12/12/2025 3:00 PM
SU2077,Historic,Paphos (PFO),Moscow (SVO),LCPH,UUEE,B739,5:30,,12/12/2025 3:00 PM
SU2503,Historic,Valencia (VLC),Moscow (SVO),LEVC,UUEE,A20N,5:30,,12/12/2025 3:00 PM
SU791,Summer,Antalya (AYT),St. Petersburg (LED),LTAI,ULLI,B739,5:25,,12/12/2025 3:00 PM
SU527,Winter,Dubai (DXB),Moscow (SVO),OMDB,UUEE,"A333,B739,B77W",5:25,,12/12/2025 3:00 PM
SU232,AFL,Moscow (SVO),Delhi (DEL),UUEE,VIDP,"A333,A359,B77W",5:25,,12/12/2025 3:00 PM
SU790,Summer,St. Petersburg (LED),Antalya (AYT),ULLI,LTAI,B739,5:25,,12/12/2025 3:00 PM
SU700,Historic,St. Petersburg (LED),Issyk-Kul (IKU),ULLI,UCFL,A320,5:25,,12/12/2025 3:00 PM
SU803,Summer,Antalya (AYT),Novosibirsk (OVB),LTAI,UNNT,B739,5:20,,12/12/2025 3:00 PM
SU525,AFL,Dubai (DXB),Moscow (SVO),OMDB,UUEE,B739,5:20,,12/12/2025 3:00 PM
SU416,Historic,Moscow (SVO),Casablanca (CMN),UUEE,GMMN,"A20N,A333",5:20,,12/12/2025 3:00 PM
SU722,Summer,St. Petersburg (LED),Istanbul (IST),ULLI,LTFM,B739,5:20,,12/12/2025 3:00 PM
SU521,AFL,Dubai (DXB),Moscow (SVO),OMDB,UUEE,"A333,B77W",5:15,,12/12/2025 3:00 PM
SU2849,Historic,Krasnodar (KRR),Krasnoyarsk (KJA),URKK,UNKL,B739,5:15,,12/12/2025 3:00 PM
SU2848,Historic,Krasnoyarsk (KJA),Krasnodar (KRR),UNKL,URKK,B739,5:15,,12/12/2025 3:00 PM
SU788,Summer,St. Petersburg (LED),Antalya (AYT),ULLI,LTAI,B739,5:15,,12/12/2025 3:00 PM
SU2850,Historic,St. Petersburg (LED),Paphos (PFO),ULLI,LCPH,A320,5:15,,12/12/2025 3:00 PM
SU1442,AFL,Moscow (SVO),Irkutsk (IKT),UUEE,UIII,B739,5:10,,12/12/2025 3:00 PM
SU1562,AFL,Moscow (SVO),Irkutsk (IKT),UUEE,UIII,B739,5:10,,12/12/2025 3:00 PM
SU2946,Historic,NoVosibirsk (OVB),Simferopol (SIP),UNNT,URFF,A320,5:10,,12/12/2025 3:00 PM
SU842,Historic,NoVosibirsk (OVB),Yerevan (EVN),UNNT,UDYZ,B739,5:10,,12/12/2025 3:00 PM
SU2947,Historic,Simferopol (SIP),Novosibirsk (OVB),URFF,UNNT,A320,5:10,,12/12/2025 3:00 PM
SU721,Historic,Tashkent (TAS),St. Petersburg (LED),UTTT,ULLI,A320,5:10,,12/12/2025 3:00 PM
SU843,Historic,YereVan (EVN),Novosibirsk (OVB),UDYZ,UNNT,B739,5:10,,12/12/2025 3:00 PM
SU1941,AFL,Almaty (ALA),Moscow (SVO),UAAA,UUEE,"A320,A321,A333",5:05,,12/12/2025 3:00 PM
SU1971,AFL,Fergana (FEG),Moscow (SVO),UTFF,UUEE,B739,5:05,,12/12/2025 3:00 PM
SU723,Summer,Istanbul (IST),St. Petersburg (LED),LTFM,ULLI,B739,5:05,,12/12/2025 3:00 PM
SU530,Winter,Moscow (SVO),Abu Dhabi (AUH),UUEE,OMAA,B739,5:05,,12/12/2025 3:00 PM
SU1444,AFL,Moscow (SVO),Irkutsk (IKT),UUEE,UIII,B739,5:05,,12/12/2025 3:00 PM
SU1564,Winter,Moscow (SVO),Irkutsk (IKT),UUEE,UIII,B739,5:05,,12/12/2025 3:00 PM
SU2172,Summer,Moscow (SVO),Istanbul (IST),UUEE,LTFM,"A320,A321,B739",5:05,,12/12/2025 3:00 PM
SU2606,Historic,Moscow (SVO),Lisbon (LIS),UUEE,LPPT,B739,5:05,,12/12/2025 3:00 PM
SU417,Historic,Casablanca (CMN),Moscow (SVO),GMMN,UUEE,"A20N,A333",5:00,,12/12/2025 3:00 PM
SU522,Summer,Moscow (SVO),Dubai (DWC),UUEE,OMDW,B739,5:00,,12/12/2025 3:00 PM
SU524,AFL,Moscow (SVO),Dubai (DXB),UUEE,OMDB,B739,5:00,,12/12/2025 3:00 PM
SU1440,Summer,Moscow (SVO),Irkutsk (IKT),UUEE,UIII,B739,5:00,,12/12/2025 3:00 PM
SU1479,AFL,Abakan (ABA),Moscow (SVO),UNAA,UUEE,"A320,A20N,A321",4:55,,12/12/2025 3:00 PM
SU1489,Winter,Krasnoyarsk (KJA),Moscow (SVO),UNKL,UUEE,"A320,A20N,A321",4:55,,12/12/2025 3:00 PM
SU2120,Summer,Moscow (SVO),Bodrum (BJV),UUEE,LTFE,B739,4:55,,12/12/2025 3:00 PM
SU2122,AFL,Moscow (SVO),Dalaman (DLM),UUEE,LTBS,"A20N,B739",4:55,,12/12/2025 3:00 PM
